"","X","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"255",255,258,"Call of Duty: Advanced Warfare","X360",2014,"Shooter","Activision",2.75,1.18,0,0.37,4.31
"677",677,690,"Chrono Trigger","SNES",1995,"Role-Playing","SquareSoft",0.28,0,2.02,0.01,2.31
"607",607,616,"Mario Party 2","N64",1999,"Misc","Nintendo",1.28,0.14,1.08,0.01,2.5
"577",577,585,"NBA 2K12","X360",2011,"Sports","Take-Two Interactive",2.31,0.14,0.01,0.16,2.62
"123",123,124,"Red Dead Redemption","PS3",2010,"Action","Take-Two Interactive",2.79,2.61,0.17,1.03,6.6
"770",770,787,"Parasite Eve","PS",1998,"Role-Playing","SquareSoft",0.94,0.07,1.05,0.04,2.1
"81",81,81,"Mario Party 8","Wii",2007,"Misc","Nintendo",3.81,2.3,1.58,0.73,8.42
"563",563,571,"Tom Clancy's Splinter Cell","PS2",2003,"Action","Ubisoft",1.15,1.11,0,0.4,2.65
"707",707,721,"Dissidia: Final Fantasy","PSP",2008,"Fighting","Square Enix",0.51,0.51,0.91,0.32,2.25
"652",652,665,"Yu-Gi-Oh! The Duelists of the Roses","PS2",2001,"Misc","Konami Digital Entertainment",1.16,0.91,0,0.3,2.38
"293",293,297,"Star Fox 64","N64",1997,"Shooter","Nintendo",2.78,0.58,0.64,0.04,4.03
"790",790,807,"Sim Theme Park","PC",1998,"Strategy","Electronic Arts",2.04,0.04,0,0,2.08
"24",24,24,"Grand Theft Auto V","X360",2013,"Action","Take-Two Interactive",9.63,5.31,0.06,1.38,16.38
"141",141,142,"Gears of War","X360",2006,"Shooter","Microsoft Game Studios",3.54,1.9,0.07,0.6,6.11
"533",533,540,"Ratchet & Clank: Going Commando","PS2",2003,"Platform","Sony Computer Entertainment",1.44,0.83,0.26,0.25,2.78
"1040",1040,1058,"NCAA Football 07","PS2",2006,"Sports","Electronic Arts",1.41,0.05,0,0.23,1.7
"52",52,52,"Grand Theft Auto IV","X360",2008,"Action","Take-Two Interactive",6.76,3.1,0.14,1.03,11.02
"546",546,554,"Mortal Kombat X","PS4",2015,"Fighting","Warner Bros. Interactive Entertainment",1.47,0.76,0,0.47,2.7
"245",245,248,"Michael Jackson: The Experience","Wii",2010,"Misc","Ubisoft",2.67,1.35,0.01,0.39,4.42
"164",164,165,"Super Mario World","GBA",2001,"Platform","Nintendo",3.21,1.11,0.95,0.2,5.46
"917",917,935,"GoldenEye 007 (2010)","Wii",2010,"Action","Activision",0.85,0.71,0.13,0.16,1.86
"216",216,218,"StarCraft II: Wings of Liberty","PC",2010,"Strategy","Activision",2.56,1.68,0,0.59,4.83
"143",143,144,"Sonic the Hedgehog 2","GEN",1992,"Platform","Sega",4.47,1.2,0.16,0.19,6.03
"524",524,531,"WWF SmackDown! Just Bring It","PS2",2001,"Fighting","THQ",1.19,1.15,0.04,0.41,2.79
"517",517,524,"Imagine: Fashion Designer","DS",2007,"Simulation","Ubisoft",1.32,1.19,0,0.3,2.81
"531",531,538,"Jak II","PS2",2003,"Platform","Sony Computer Entertainment",1.68,0.74,0,0.36,2.78
"984",984,1002,"The Urbz: Sims in the City","PS2",2004,"Simulation","Electronic Arts",0.52,0.95,0,0.29,1.76
"768",768,785,"Dynasty Warriors 4","PS2",2003,"Action","Tecmo Koei",0.63,0.21,1.13,0.13,2.11
"416",416,421,"007: Tomorrow Never Dies","PS",1999,"Shooter","Electronic Arts",1.72,1.33,0,0.16,3.21
"106",106,107,"Crash Bandicoot 3: Warped","PS",1998,"Platform","Sony Computer Entertainment",3.68,1.75,1.42,0.28,7.13
"505",505,512,"Command & Conquer: Red Alert","PC",1996,"Strategy","Virgin Interactive",1.37,1.34,0,0.14,2.85
"851",851,869,"Rad Racer","NES",1986,"Racing","Nintendo",1.13,0.37,0.41,0.05,1.96
"1038",1038,1056,"Super Puyo Puyo","SNES",1993,"Puzzle","Banpresto",0,0,1.69,0.01,1.7
"672",672,685,"Mario Tennis","N64",2000,"Sports","Nintendo",0.78,0.4,1.06,0.07,2.32
"464",464,470,"Dragon Ball Z: Budokai Tenkaichi 3","PS2",2007,"Fighting","Atari",1.15,0,0.76,1.09,3
"993",993,1011,"Disney's Aladdin","SNES",1993,"Platform","Capcom",0.94,0.34,0.21,0.27,1.75
"848",848,865,"Burnout Paradise","PS3",2008,"Racing","Electronic Arts",1.01,0.64,0.02,0.3,1.97
"217",217,219,"Assassin's Creed","PS3",2007,"Adventure","Ubisoft",1.91,2,0.09,0.83,4.83
"260",260,264,"Assassin's Creed: Revelations","PS3",2011,"Action","Ubisoft",1.41,2.02,0.1,0.72,4.24
"231",231,233,"The Legend of Zelda: The Wind Waker","GC",2002,"Action","Nintendo",2.6,0.99,0.89,0.13,4.6
"381",381,386,"Tekken 4","PS2",2002,"Fighting","Namco Bandai Games",1.55,1.27,0.33,0.29,3.44
"781",781,798,"The Sims 2: Pets","DS",2006,"Simulation","Electronic Arts",0.92,0.94,0,0.22,2.09
"590",590,598,"Ratchet & Clank: Up Your Arsenal","PS2",2004,"Platform","Sony Computer Entertainment",1.31,0.74,0.31,0.22,2.57
"693",693,706,"TOCA Touring Car Championship","PS",1997,"Racing","Codemasters",0.07,2,0.02,0.18,2.28
"658",658,671,"Kinect Sports: Season Two","X360",2011,"Sports","Microsoft Game Studios",1.38,0.74,0.02,0.22,2.36
"180",180,182,"Diablo III","PC",2012,"Role-Playing","Activision",2.43,2.15,0,0.62,5.2
"834",834,851,"Super Street Fighter II","SNES",1993,"Fighting","Nintendo",0.52,0.16,1.29,0.03,2
"744",744,759,"Syphon Filter 2","PS",2000,"Shooter","Sony Computer Entertainment",1.5,0.55,0.02,0.08,2.15
"646",646,659,"LEGO Star Wars: The Complete Saga","PS3",2007,"Action","LucasArts",1.02,0.97,0,0.39,2.38
"230",230,232,"The Legend of Zelda: A Link to the Past","SNES",1991,"Action","Nintendo",2.42,0.91,1.15,0.13,4.61
"511",511,518,"Medal of Honor","PS3",2010,"Shooter","Electronic Arts",1.28,1.05,0.07,0.43,2.83
"748",748,763,"Call of Duty: Roads to Victory","PSP",2007,"Shooter","Activision",0.52,1.03,0,0.59,2.14
"49",49,49,"Super Mario Galaxy","Wii",2007,"Platform","Nintendo",6.16,3.4,1.2,0.76,11.52
"343",343,347,"Pokemon Snap","N64",1999,"Simulation","Nintendo",2.23,0.68,0.66,0.06,3.63
"570",570,578,"Pac-Man: Adventures in Time","PSP",2006,"Fighting","Sony Computer Entertainment",0.76,1.1,0.12,0.65,2.63
"688",688,701,"Yokai Watch Busters","3DS",2015,"Action","Level 5",0,0,2.28,0,2.28
"319",319,323,"Batman: Arkham Knight","PS4",2015,"Action","Warner Bros. Interactive Entertainment",1.49,1.58,0.1,0.61,3.79
"207",207,209,"Fallout 3","X360",2008,"Role-Playing","Bethesda Softworks",3.39,1.03,0.09,0.44,4.96
"414",414,419,"Madden NFL 16","PS4",2015,"Sports","Electronic Arts",2.33,0.3,0,0.59,3.22
"1049",1049,1067,"WCW/NWO Thunder","PS",1998,"Fighting","THQ",1.1,0.48,0.04,0.07,1.69
"778",778,795,"Finding Nemo","PS2",2003,"Action","THQ",1.26,0.6,0.05,0.18,2.09
"285",285,289,"World of Warcraft: The Burning Crusade","PC",2007,"Role-Playing","Activision",2.57,1.52,0,0,4.09
"368",368,372,"Resident Evil 5","X360",2009,"Action","Capcom",2.11,0.94,0.12,0.34,3.51
"148",148,149,"LittleBigPlanet","PS3",2008,"Platform","Sony Computer Entertainment",2.8,2.05,0.17,0.9,5.92
"989",989,1007,"Star Wars: Battlefront","XB",2004,"Shooter","Activision",1.24,0.45,0,0.07,1.75
"238",238,241,"Madden NFL 07","PS2",2006,"Sports","Electronic Arts",3.63,0.24,0.01,0.61,4.49
"396",396,401,"Rugrats: Search For Reptar","PS",1998,"Adventure","THQ",1.63,1.53,0,0.18,3.34
"59",59,59,"Pokemon FireRed/Pokemon LeafGreen","GBA",2004,"Role-Playing","Nintendo",4.34,2.65,3.15,0.35,10.49
"1043",1043,1061,"Saints Row 2","PS3",2008,"Action","THQ",0.88,0.54,0.02,0.25,1.69
"225",225,227,"Animal Crossing: City Folk","Wii",2008,"Simulation","Nintendo",1.87,1.12,1.32,0.37,4.68
"35",35,35,"Call of Duty: Black Ops II","PS3",2012,"Shooter","Activision",4.99,5.88,0.65,2.52,14.03
"234",234,236,"Splatoon","WiiU",2015,"Shooter","Nintendo",1.55,1.15,1.44,0.43,4.57
"716",716,730,"The Legend of Zelda: Link's Awakening DX","GB",1998,"Adventure","Nintendo",1,0.63,0.45,0.13,2.22
"279",279,283,"Super Mario World 2: Yoshi's Island","SNES",1995,"Platform","Nintendo",1.65,0.61,1.76,0.09,4.12
"667",667,680,"Resident Evil - Code: Veronica X","PS2",2001,"Action","Capcom",1.08,0.7,0.34,0.21,2.34
"172",172,173,"Assassin's Creed III","X360",2012,"Action","Ubisoft",3.13,1.71,0.03,0.44,5.3
"208",208,210,"Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness","DS",2007,"Role-Playing","Nintendo",1.85,1.2,1.54,0.37,4.96
"912",912,930,"SingStar","PS2",2004,"Misc","Sony Computer Entertainment",0,1.37,0,0.49,1.86
"896",896,914,"Ratchet & Clank Future: A Crack in Time","PS3",2009,"Platform","Sony Computer Entertainment",1.05,0.54,0.03,0.26,1.88
"22",22,22,"Super Mario Land","GB",1989,"Platform","Nintendo",10.83,2.71,4.18,0.42,18.14
"1060",1060,1078,"Yoshi's Cookie","GB",1992,"Puzzle","Nintendo",0.59,0.24,0.82,0.03,1.68
"171",171,172,"Pokemon Pinball","GB",1999,"Misc","Nintendo",3.02,1.12,1.01,0.16,5.31
"1026",1026,1044,"Toy Story 2: Buzz Lightyear to the Rescue!","PS",1998,"Platform","Activision",0.99,0.64,0,0.08,1.71
"535",535,542,"The Sims","PS2",2003,"Simulation","Electronic Arts",1.41,1.12,0,0.24,2.77
"480",480,487,"WWE SmackDown! vs. RAW 2006","PS2",2005,"Fighting","THQ",1.45,1.11,0.04,0.33,2.94
"761",761,777,"Golf","GB",1989,"Sports","Nintendo",0.83,0.33,0.92,0.04,2.12
"199",199,201,"Super Mario Bros.","GB",1999,"Platform","Nintendo",3.4,1.3,0.15,0.22,5.07
"463",463,469,"NBA 2K13","X360",2012,"Sports","Take-Two Interactive",2.6,0.21,0.01,0.19,3
"878",878,896,"The Legend of Zelda: Oracle of Ages","GB",2001,"Action","Nintendo",0.92,0.53,0.41,0.06,1.92
"611",611,620,"Mortal Kombat: Deadly Alliance","PS2",2002,"Fighting","Midway Games",1.81,0.52,0,0.15,2.49
"182",182,184,"New Super Mario Bros. U","WiiU",2012,"Platform","Nintendo",2.32,1.3,1.27,0.31,5.19
"43",43,43,"Mario Kart 7","3DS",2011,"Racing","Nintendo",4.74,3.91,2.67,0.89,12.21
"1063",1063,1081,"Star Wars The Clone Wars: Lightsaber Duels","Wii",2008,"Action","LucasArts",1.23,0.3,0,0.14,1.68
"118",118,119,"Gears of War 2","X360",2008,"Shooter","Microsoft Game Studios",4.15,1.92,0.06,0.64,6.76
"27",27,27,"Pokemon Black/Pokemon White","DS",2010,"Role-Playing","Nintendo",5.57,3.28,5.65,0.82,15.32
"101",101,102,"Call of Duty: Black Ops 3","XOne",2015,"Shooter","Activision",4.52,2.09,0.01,0.67,7.3
"196",196,198,"Grand Theft Auto V","XOne",2014,"Action","Take-Two Interactive",2.66,2.01,0,0.41,5.08
"311",311,315,"NBA 2K16","PS4",2015,"Sports","Take-Two Interactive",2.48,0.65,0.03,0.69,3.85
"226",226,228,"The Lord of the Rings: The Two Towers","PS2",2002,"Action","Electronic Arts",1.94,1.95,0.08,0.7,4.67
"880",880,898,"Monopoly","Wii",2008,"Misc","Electronic Arts",0.87,0.85,0,0.2,1.92
"792",792,809,"Skate 3","PS3",2010,"Sports","Electronic Arts",0.79,0.94,0,0.35,2.08
"1021",1021,1039,"Call of Duty: Modern Warfare 3","PC",2011,"Shooter","Activision",0.41,0.98,0,0.33,1.72
"89",89,89,"Pokémon Platinum Version","DS",2008,"Role-Playing","Nintendo",2.82,1.78,2.69,0.55,7.84
"39",39,39,"Grand Theft Auto III","PS2",2001,"Action","Take-Two Interactive",6.99,4.51,0.3,1.3,13.1
"767",767,783,"Mario Sports Mix","Wii",2010,"Sports","Nintendo",0.9,0.45,0.63,0.13,2.11
"795",795,812,"UFC 2009 Undisputed","X360",2009,"Fighting","THQ",1.48,0.39,0,0.19,2.07
"776",776,793,"Derby Stallion","PS",1997,"Sports","ASCII Entertainment",0,0,1.96,0.14,2.09
"890",890,908,"LEGO Star Wars III: The Clone Wars","Wii",2011,"Action","LucasArts",1.08,0.66,0,0.17,1.91
"97",97,98,"Super Smash Bros. for Wii U and 3DS","3DS",2014,"Fighting","Nintendo",3.24,1.35,2.42,0.43,7.45
"409",409,414,"Gran Turismo (PSP)","PSP",2009,"Racing","Sony Computer Entertainment",0.5,1.59,0.31,0.87,3.27
"926",926,944,"NCAA Football 06","PS2",2005,"Sports","Electronic Arts",1.53,0.05,0,0.25,1.84
"1036",1036,1054,"Personal Trainer: Math","DS",2007,"Puzzle","Nintendo",0.49,1.12,0,0.09,1.7
"1003",1003,1021,"Sonic Colors","Wii",2010,"Platform","Sega",0.96,0.61,0.01,0.16,1.74
"1066",1066,1084,"Shaun White Snowboarding: Road Trip","Wii",2008,"Sports","Ubisoft",0.94,0.57,0,0.17,1.67
"149",149,150,"Dragon Quest IX: Sentinels of the Starry Skies","DS",2009,"Role-Playing","Nintendo",0.66,0.69,4.35,0.15,5.84
"815",815,832,"Dance Central 2","X360",2011,"Misc","Microsoft Game Studios",1.45,0.42,0.01,0.16,2.04
"700",700,714,"Resident Evil 4","Wii",2007,"Action","Capcom",1.34,0.57,0.14,0.21,2.26
"827",827,844,"Madden NFL 15","X360",2014,"Sports","Electronic Arts",1.76,0.09,0,0.17,2.02
"686",686,699,"Pro Evolution Soccer 2010","PS3",2009,"Sports","Konami Digital Entertainment",0.3,1.27,0.46,0.26,2.28
"418",418,423,"Killer Instinct","SNES",1995,"Fighting","Nintendo",2.26,0.72,0.12,0.1,3.2
"760",760,776,"Project Gotham Racing","XB",2001,"Racing","Microsoft Game Studios",1.37,0.61,0.05,0.09,2.12
"738",738,753,"Mario & Luigi: Superstar Saga","GBA",2003,"Role-Playing","Nintendo",1.48,0.17,0.47,0.06,2.17
"1079",1079,1097,"NCAA Football 2004","PS2",2003,"Sports","Electronic Arts",1.35,0.09,0,0.23,1.67
"963",963,981,"50 Cent: Bulletproof","PS2",2005,"Action","Vivendi Games",0.85,0.76,0,0.16,1.77
"131",131,132,"Kingdom Hearts","PS2",2002,"Role-Playing","Sony Computer Entertainment",3.64,1.2,1.49,0.07,6.4
"438",438,444,"Star Wars Episode I Racer","N64",1999,"Racing","Nintendo",2.31,0.62,0.14,0.04,3.12
"1059",1059,1077,"LEGO Batman 2: DC Super Heroes","X360",2012,"Action","Warner Bros. Interactive Entertainment",0.9,0.64,0,0.15,1.68
"986",986,1004,"Star Wars: Starfighter","PS2",2001,"Simulation","Activision",0.61,0.87,0.02,0.26,1.76
"1034",1034,1052,"FIFA Soccer 10","PS2",2009,"Sports","Electronic Arts",0.23,0.24,0,1.23,1.7
"597",597,605,"Pokémon Colosseum","GC",2003,"Role-Playing","Nintendo",1.21,0.57,0.7,0.07,2.54
"1050",1050,1068,"Harry Potter and the Sorcerer's Stone","GBA",2001,"Action","Electronic Arts",0.87,0.66,0.08,0.08,1.69
"40",40,40,"Super Smash Bros. Brawl","Wii",2008,"Fighting","Nintendo",6.75,2.61,2.66,1.02,13.04
"443",443,449,"Mass Effect 2","X360",2010,"Role-Playing","Electronic Arts",1.99,0.82,0.03,0.27,3.11
"786",786,803,"Need For Speed: Undercover","PS3",2008,"Racing","Electronic Arts",0.63,1.02,0.05,0.39,2.08
"766",766,782,"Need for Speed: Hot Pursuit 2","PS2",2002,"Racing","Electronic Arts",1.68,0.31,0.02,0.09,2.11
"678",678,691,"Cool Boarders 3","PS",1998,"Sports","989 Studios",1.65,0.46,0.1,0.1,2.31
"37",37,37,"Call of Duty: Modern Warfare 2","X360",2009,"Shooter","Activision",8.52,3.63,0.08,1.29,13.51
"996",996,1014,"Dance Dance Revolution X","PS2",2008,"Simulation","Konami Digital Entertainment",0.85,0.66,0.01,0.22,1.75
"385",385,390,"Final Fantasy III","SNES",1994,"Role-Playing","SquareSoft",0.86,0,2.55,0.02,3.42
"987",987,1005,"Madden NFL 2000","PS",1998,"Sports","Electronic Arts",1.68,0.04,0,0.04,1.75
"69",69,69,"Just Dance 2","Wii",2010,"Misc","Ubisoft",5.84,2.89,0.01,0.78,9.52
"357",357,361,"Grand Theft Auto: Liberty City Stories","PS2",2006,"Action","Take-Two Interactive",1.56,1.4,0.07,0.5,3.54
"48",48,48,"Gran Turismo 4","PS2",2004,"Racing","Sony Computer Entertainment",3.01,0.01,1.1,7.53,11.66
"914",914,932,"NBA Live 2002","PS2",2001,"Sports","Electronic Arts",0.91,0.71,0,0.24,1.86
"687",687,700,"Just Dance 2015","Wii",2014,"Misc","Ubisoft",1.11,0.98,0,0.2,2.28
"280",280,284,"FIFA Soccer 07","PS2",2006,"Sports","Electronic Arts",0.71,2.48,0.03,0.89,4.11
"420",420,425,"Crisis Core: Final Fantasy VII","PSP",2007,"Role-Playing","Square Enix",1.35,0.6,0.8,0.44,3.19
"773",773,790,"Need for Speed: Most Wanted 5-1-0","PSP",2005,"Racing","Electronic Arts",1.77,0.13,0.02,0.18,2.1
"475",475,482,"Kirby Super Star Ultra","DS",2008,"Platform","Nintendo",1.57,0.04,1.19,0.15,2.96
"219",219,221,"Crash Team Racing","PS",1999,"Racing","Sony Computer Entertainment",2.57,1.57,0.44,0.21,4.79
"512",512,519,"WWE SmackDown! vs. Raw","PS2",2002,"Fighting","THQ",1.32,1.08,0.04,0.39,2.83
"569",569,577,"Midnight Club: Street Racing","PS2",2000,"Racing","Take-Two Interactive",2,0.47,0.02,0.14,2.63
"451",451,457,"The Sims: Vacation","PC",2002,"Simulation","Electronic Arts",1.72,1.21,0,0.14,3.07
"587",587,595,"Ghostbusters: The Video Game (DS Version)","X360",2009,"Action","Take-Two Interactive",1.04,1.24,0.03,0.27,2.58
"785",785,802,"Tetris Worlds","PS2",2002,"Puzzle","THQ",1.11,0.71,0,0.27,2.08
"200",200,202,"Resident Evil","PS",1996,"Action","Virgin Interactive",2.05,1.16,1.11,0.73,5.05
"478",478,485,"Wave Race 64","N64",1996,"Racing","Nintendo",1.98,0.58,0.34,0.04,2.94
"105",105,106,"Tekken 3","PS",1998,"Fighting","Sony Computer Entertainment",3.27,2.22,1.4,0.29,7.16
"867",867,885,"Tom Clancy's Ghost Recon","PS2",2002,"Shooter","Ubisoft",1.42,0.4,0,0.12,1.94
"252",252,255,"Sonic the Hedgehog","GEN",1991,"Platform","Sega",3.03,0.91,0.26,0.13,4.34
"373",373,377,"Clubhouse Games","DS",2006,"Misc","Nintendo",0.59,1.83,0.73,0.35,3.5
"333",333,337,"Battlefield 4","PS3",2013,"Shooter","Electronic Arts",1.3,1.51,0.27,0.61,3.69
"452",452,458,"Mass Effect 3","X360",2012,"Role-Playing","Electronic Arts",1.94,0.86,0.03,0.24,3.07
"301",301,305,"Assassin's Creed: Unity","PS4",2014,"Action","Ubisoft",1.18,1.96,0.08,0.7,3.92
"315",315,319,"The Legend of Zelda: Link's Awakening","GB",1992,"Action","Nintendo",2.21,0.96,0.54,0.13,3.83
"20",20,20,"Brain Age: Train Your Brain in Minutes a Day","DS",2005,"Misc","Nintendo",4.75,9.26,4.16,2.05,20.22
"380",380,385,"Borderlands","X360",2009,"Shooter","Take-Two Interactive",2.39,0.73,0.03,0.29,3.44
"80",80,80,"Halo 2","XB",2004,"Shooter","Microsoft Game Studios",6.82,1.53,0.05,0.08,8.49
